obs,time,elapsed,date,hhmmss,averaging,plot,plant,leaf,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,¦ÁVc,Edyn,Hr,Hs,dHs/dt,¦ÁVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,¦¤Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
358,1639113083,1516.6,20211210 13:11:22,13:11:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639113083,0.002242171,2.242170835,11.57742685,400.063,292.0330357,30.01314769,41.11572471,0.18795293,3.270232285,0.182151337,0.114350918,66.90354677,24.80484714,24.7833,3.13882904,59.9940005,1.904797099,3.174979303,1.234031941,-98.87973383,33.83288401,2.185709431,4.042406384,11.469921,2.238845299,11.57742685,413.5072481,407.6194061,4.22764E-06,91.0971969,2.242170835,17.43417705,18.53380424,5.74643E-07,100.31,5,1,1,0,54652.34037,421.573,355.3861351,0.843000228,0.15869979,3,0.5,0: Broadleaf,2,TRUE,1639113083,400.063,406.242,18.534,17.436,399.519,18.3185,600.369,102.573,0.200125,24.9752,24.7833,999.9,0,0,10008.8,177.459,0.889626,421.573,0.900004,0.0999964,25,9146.79,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2155,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.8,24.8,19,613.421,414.599,27.0881,21.9399,30.0001,21.809,21.7883,20.7793,28.6281,75.0138,27.1119,406.135,17.4125,101.953,101.897
359,1639113087,1520.6,20211210 13:11:26,13:11:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639113087,0.002239618,2.239618294,11.33552394,400.111,294.0480385,30.22049369,41.12100871,0.187707652,3.268816653,0.181918517,0.114204331,66.23434404,24.8011111,24.7849,3.139128955,60.00025388,1.904916127,3.174846778,1.234212828,-98.76716676,33.41291287,2.159522591,3.039612733,11.31591997,2.234662403,11.33552394,413.4382451,407.6735576,2.00085E-05,91.0971969,2.239618294,17.43657991,18.53490727,4.56582E-07,100.31,5,1,1,0,54613.20239,417.356,351.8311193,0.843000027,0.158699873,3,0.5,0: Broadleaf,2,TRUE,1639113087,400.111,406.212,18.535,17.4391,399.567,18.3194,600.395,102.574,0.200002,24.9745,24.7849,999.9,0,0,10001.2,175.554,0.916915,417.356,0.900002,0.0999981,25,9055.29,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2156,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.8,24.9,19,613.568,414.51,27.1054,21.941,30.0002,21.8105,21.7893,20.779,28.6281,75.0138,27.1292,406.242,17.4125,101.956,101.897
360,1639113091,1524.6,20211210 13:11:30,13:11:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639113091,0.002232914,2.23291355,11.20816958,400.131,294.9274315,30.31055715,41.12263645,0.187216989,3.269288999,0.181458385,0.113914123,65.58176376,24.79743253,24.7813,3.13845418,60.00380402,1.904824372,3.174506022,1.233629808,-98.47148756,33.73499809,2.179965112,3.025239412,11.21343507,2.226534057,11.20816958,413.3927831,407.6940545,4.95039E-06,91.0971969,2.23291355,17.4399519,18.53478121,-2.73923E-07,100.31,5,1,1,0,54626.61632,413.244,348.3645717,0.842999709,0.158699857,3,0.5,0: Broadleaf,2,TRUE,1639113091,400.131,406.178,18.5343,17.4426,399.586,18.3188,600.513,102.573,0.199933,24.9727,24.7813,999.9,0,0,10003.8,173.919,0.916915,413.244,0.900001,0.0999987,25,8966.08,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2155,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,24.9,24.9,19,613.617,414.578,27.1247,21.9426,30,21.8117,21.7908,20.7756,28.6281,75.0138,27.1475,406.112,17.4125,101.955,101.897
361,1639113095,1528.6,20211210 13:11:34,13:11:34,0,plot-sdfgghhh1-1,1,ertyhghj,1639113095,0.002225208,2.225207708,11.27920282,400.083,294.054423,30.22176708,41.11897082,0.186792847,3.269212107,0.181059745,0.11366278,64.85945105,24.79509034,24.7737,3.137030072,60.00737465,1.904903644,3.174449232,1.232126428,-98.13165994,35.02082793,2.263019017,4.01163806,11.15110357,2.221833371,11.27920282,413.3626226,407.6269333,-3.46012E-05,91.0971969,2.225207708,17.44301816,18.53427152,2.44608E-07,100.31,5,1,1,0,54624.60303,408.692,344.5273683,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639113095,400.083,406.099,18.5345,17.4449,399.539,18.3189,600.4,102.576,0.200101,24.9724,24.7737,999.9,0,0,10003.1,172.255,0.916915,408.692,0.899999,0.100001,25,8867.29,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2156,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25,25,19,613.41,414.711,27.1431,21.9437,30.0002,21.8127,21.792,20.7795,28.6281,75.0138,27.1475,406.157,17.4125,101.956,101.896
362,1639113099,1532.6,20211210 13:11:38,13:11:38,0,plot-sdfgghhh1-1,1,ertyhghj,1639113099,0.002227005,2.227004515,11.05072266,400.142,296.2478044,30.44627797,41.12379697,0.18707119,3.270458581,0.181323392,0.113828826,64.13771342,24.79178698,24.7701,3.136355691,60.00914686,1.90506214,3.174619604,1.231293551,-98.2108991,35.82760689,2.314238623,4.068659834,11.10251905,2.222114783,11.05072266,413.3098106,407.6915939,3.48804E-05,91.0971969,2.227004515,17.44475333,18.53654727,4.81593E-07,100.31,5,1,1,0,54658.97209,404.144,340.6934162,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113099,400.142,406.132,18.5366,17.4472,399.597,18.3209,600.585,102.573,0.200008,24.9733,24.7701,999.9,0,0,10010,170.091,0.916915,404.144,0.899998,0.100002,25,8768.62,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2157,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25,25.1,19,613.666,414.501,27.1593,21.9447,30.0002,21.8142,21.7934,20.7733,28.6281,75.0138,27.1667,405.999,17.4125,101.954,101.895
363,1639113103,1536.6,20211210 13:11:42,13:11:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639113103,0.002221209,2.221209157,11.0788334,400.117,295.8021189,30.40138874,41.1224656,0.186718049,3.265318913,0.180982857,0.113614896,63.4842849,24.79059623,24.7657,3.13553162,60.00568824,1.90508866,3.174846778,1.230442961,-97.95532382,36.75712553,2.377978548,4.664065159,10.92187601,2.217376396,11.0788334,413.3376764,407.7042788,-8.78717E-06,91.0971969,2.221209157,17.44723221,18.53641273,-1.77782E-07,100.31,4,1,1,0,54516.30081,400.027,337.222761,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639113103,400.117,406.017,18.5363,17.449,399.572,18.3206,600.462,102.576,0.200102,24.9745,24.7657,999.9,0,0,9982.5,168.349,0.916915,400.027,0.9,0.1,25,8679.29,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2157,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.1,25.1,19,613.758,414.579,27.1746,21.9464,30.0003,21.8158,21.7945,20.7756,28.6281,74.6403,27.1856,406.076,17.4125,101.953,101.895
364,1639113107,1540.6,20211210 13:11:46,13:11:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639113107,0.002212378,2.212378437,11.02228553,400.062,295.9559556,30.4168544,41.11634645,0.186134657,3.267427943,0.180438217,0.113271166,62.70222466,24.79001449,24.7588,3.134239708,59.9977325,1.904995104,3.175111832,1.229244605,-97.56588909,38.24294119,2.472437018,5.851713784,11.09489432,2.222752426,11.02228553,413.2015904,407.5946909,-2.52858E-05,91.0971969,2.212378437,17.4498582,18.53517333,-5.42588E-07,100.31,4,1,1,0,54574.45579,395.1,333.0691495,0.842999619,0.158699632,3,0.5,0: Broadleaf,2,TRUE,1639113107,400.062,406.052,18.5356,17.4452,399.517,18.32,600.207,102.575,0.199936,24.9759,24.7588,999.9,0,0,9993.75,166.443,0.916915,395.1,0.900004,0.0999957,25,8572.42,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2156,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.2,25.2,19,613.386,414.661,27.1907,21.9478,30.0002,21.8168,21.7961,20.7748,28.6281,74.6403,27.2034,405.97,17.4125,101.953,101.894
365,1639113111,1544.6,20211210 13:11:50,13:11:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639113111,0.002223282,2.223281947,10.93255609,400.129,297.1165713,30.53650325,41.12372613,0.186777505,3.268154804,0.181043536,0.113652721,61.9876588,24.78638129,24.7675,3.135868717,59.97843745,1.904689093,3.175623064,1.231179624,-98.04673386,37.19429201,2.404244194,3.53946115,11.05602988,2.23358247,10.93255609,413.2720223,407.7129576,5.06865E-05,91.0971969,2.223281947,17.44342157,18.53357273,-4.54998E-07,100.31,4,1,1,0,54594.13656,390.597,329.2731456,0.842999679,0.158699782,3,0.5,0: Broadleaf,2,TRUE,1639113111,400.129,406.099,18.5324,17.4372,399.584,18.317,600.49,102.576,0.20017,24.9786,24.7675,999.9,0,0,9997.5,164.49,0.916915,390.597,0.900002,0.0999977,25,8474.71,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2154,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.2,25.3,19,613.801,414.378,27.2056,21.9488,30.0003,21.8178,21.797,20.7687,28.6281,74.6403,27.2196,405.963,17.4125,101.954,101.894
366,1639113115,1548.6,20211210 13:11:54,13:11:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639113115,0.002223506,2.223506284,10.94271338,400.132,297.1629203,30.54115716,41.12388681,0.187022745,3.270872012,0.181278575,0.113800504,61.35125619,24.78458896,24.7561,3.133734304,59.95182304,1.904014212,3.175907112,1.229720092,-98.05662711,39.49999243,2.551036759,5.345658264,10.78869674,2.216725133,10.94271338,413.237311,407.6715576,-1.22827E-07,91.0971969,2.223506284,17.43652291,18.52715697,-1.34653E-06,100.31,4,1,1,0,54669.27143,386.586,325.8920212,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113115,400.132,405.967,18.5259,17.4386,399.587,18.3108,600.292,102.576,0.199801,24.9801,24.7561,999.9,0,0,10011.9,162.856,0.916915,386.586,0.899998,0.100002,25,8387.67,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2151,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.3,25.3,19,613.473,414.499,27.22,21.9503,30.0001,21.8195,21.7983,20.7647,28.6281,74.6403,27.2196,405.796,17.4125,101.952,101.894
367,1639113119,1552.6,20211210 13:11:58,13:11:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639113119,0.002210238,2.210237512,10.66775762,400.24,299.0424075,30.73376824,41.13424415,0.185763406,3.267881874,0.180090056,0.11305158,60.57809325,24.78501884,24.7588,3.134239708,59.9398445,1.903815408,3.176210122,1.2304243,-97.4714743,39.27008681,2.538564311,4.91527007,10.42940161,2.204295994,10.66775762,413.193172,407.7681152,2.49511E-05,91.0971969,2.210237512,17.43973929,18.52366667,-1.86892E-06,100.31,5,1,1,0,54585.95684,381.715,321.7857439,0.842999997,0.158699798,3,0.5,0: Broadleaf,2,TRUE,1639113119,400.24,405.892,18.5243,17.4433,399.696,18.3093,600.406,102.574,0.199946,24.9817,24.7588,999.9,0,0,9996.25,160.98,0.916915,381.715,0.900003,0.0999971,25,8282,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.215,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.4,25.4,19,613.508,414.555,27.2309,21.9515,30.0001,21.8209,21.8002,20.7626,28.6281,74.6403,27.234,405.657,17.4125,101.953,101.895
368,1639113123,1556.6,20211210 13:12:02,13:12:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639113123,0.002199522,2.199522004,10.38668272,400.134,300.8436259,30.91984566,41.12462574,0.184616359,3.26970227,0.179014737,0.112373336,59.87015591,24.78546769,24.7648,3.135363084,59.92466109,1.903514743,3.176513156,1.23184834,-96.99892036,38.51634724,2.488548801,3.876131587,10.33444382,2.196916297,10.38668272,412.9658759,407.6852061,-6.21739E-05,91.0971969,2.199522004,17.44342173,18.52190121,-4.41881E-07,100.31,4,1,1,0,54636.2295,377.254,318.0250122,0.842999709,0.158699857,3,0.5,0: Broadleaf,2,TRUE,1639113123,400.134,405.736,18.5208,17.4436,399.589,18.306,600.509,102.577,0.200134,24.9833,24.7648,999.9,0,0,10005.6,159.021,0.916915,377.254,0.900001,0.0999987,25,8185.21,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2148,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.4,25.5,19,613.817,414.417,27.2409,21.9529,30.0002,21.8223,21.8018,20.7645,28.6281,74.6403,27.2471,405.813,17.4125,101.95,101.893
369,1639113127,1560.6,20211210 13:12:06,13:12:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639113127,0.002193775,2.193774992,10.45521062,400.073,300.180411,30.85102103,41.11747497,0.184581631,3.270853612,0.178983989,0.112353779,59.19297251,24.78307602,24.7482,3.132255938,59.92247348,1.903422555,3.176475276,1.228833384,-96.74547713,41.42185725,2.675106057,6.544458692,10.55133827,2.188615156,10.45521062,412.9614191,407.6452545,-1.63218E-05,91.0971969,2.193774992,17.44400564,18.51974,-5.19196E-07,100.31,5,1,1,0,54668.18808,372.987,314.4279862,0.842999853,0.158699827,3,0.5,0: Broadleaf,2,TRUE,1639113127,400.073,405.782,18.5203,17.4471,399.528,18.3056,600.47,102.575,0.199931,24.9831,24.7482,999.9,0,0,10011.9,157.326,0.916915,372.987,0.900002,0.0999979,25,8092.62,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2147,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.5,25.5,19,613.578,414.415,27.2519,21.9543,30.0003,21.8237,21.8034,20.7655,28.6281,74.6403,27.2588,405.856,17.4125,101.951,101.893
370,1639113131,1564.6,20211210 13:12:10,13:12:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639113131,0.002185822,2.185821757,10.57833537,400.102,298.7552416,30.70481404,41.12080993,0.183841531,3.269797065,0.178286224,0.111914029,58.49169347,24.78094756,24.7497,3.132536594,59.92111621,1.903356743,3.176437395,1.229179851,-96.39473948,41.10879901,2.655763368,5.861516369,10.58470554,2.182558678,10.57833537,413.0189697,407.6376,2.06992E-05,91.0971969,2.185821757,17.44719329,18.51949394,1.85468E-08,100.31,4,1,1,0,54638.91213,368.567,310.7020252,0.84300012,0.1587003,3,0.5,0: Broadleaf,2,TRUE,1639113131,400.102,405.829,18.5195,17.4488,399.558,18.3048,600.207,102.576,0.199817,24.9829,24.7497,999.9,0,0,10006.2,155.962,0.916915,368.567,0.899996,0.100004,25,7996.71,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2147,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.6,25.6,19,613.359,414.629,27.2616,21.9558,30.0003,21.8252,21.8043,20.7616,28.6281,74.6403,27.2707,405.671,17.4125,101.954,101.892
371,1639113135,1568.6,20211210 13:12:14,13:12:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639113135,0.002177252,2.177252477,10.52824449,400.11,298.7962248,30.70852683,41.12096356,0.183020868,3.269420631,0.177513635,0.111427021,57.75750268,24.77992729,24.7504,3.132667574,59.90657341,1.90299692,3.17660786,1.229670654,-96.01683425,41.13931859,2.658062455,5.538049475,10.54312873,2.173232714,10.52824449,413.021565,407.6689333,3.09689E-06,91.0971969,2.177252477,17.44918106,18.51665758,-8.80452E-07,100.31,4,1,1,0,54628.25603,363.942,306.8031257,0.843000054,0.158699745,3,0.5,0: Broadleaf,2,TRUE,1639113135,400.11,405.811,18.5163,17.4508,399.566,18.3018,600.561,102.574,0.200146,24.9838,24.7504,999.9,0,0,10004.4,154.075,0.916915,363.942,0.900004,0.0999962,25,7896.38,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2145,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.6,25.7,19,614.072,414.157,27.2705,21.9571,30.0003,21.8269,21.8057,20.7595,28.6281,74.6403,27.2707,405.839,17.4125,101.953,101.892
372,1639113139,1572.6,20211210 13:12:18,13:12:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639113139,0.002173727,2.173727068,10.44065157,400.122,299.6192823,30.79368304,41.12295428,0.183063257,3.26862691,0.17755222,0.111451462,57.08927397,24.77874803,24.7392,3.130572467,59.9048734,1.903124469,3.176910928,1.227447997,-95.86136368,43.38492428,2.803699021,7.416533591,10.21095564,2.167498455,10.44065157,412.9776454,407.6694909,-1.10587E-06,91.0971969,2.173727068,17.45110224,18.51685697,-7.7355E-08,100.31,5,1,1,0,54605.98473,359.732,303.2538861,0.842999472,0.15869946,3,0.5,0: Broadleaf,2,TRUE,1639113139,400.122,405.656,18.5172,17.4545,399.577,18.3026,600.554,102.576,0.200039,24.9854,24.7392,999.9,0,0,10000,152.17,0.916915,359.732,0.900006,0.0999936,25,7805.04,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2146,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.7,25.7,19,613.591,414.46,27.279,21.9585,30.0002,21.8278,21.8073,20.7603,28.6281,74.6403,27.2822,405.673,17.4125,101.951,101.892
373,1639113143,1576.6,20211210 13:12:22,13:12:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639113143,0.002167778,2.167778121,10.218638,400.091,301.2070549,30.95681531,41.1196982,0.18235182,3.26555545,0.176877868,0.111026793,56.36490185,24.7764008,24.7465,3.131937889,59.90596437,1.903193172,3.176967756,1.228744717,-95.59901515,42.111788,2.724088006,5.601762702,10.32710196,2.164665454,10.218638,412.8425562,407.6448727,-1.47274E-06,91.0971969,2.167778121,17.45447925,18.51780727,-1.61117E-07,100.31,4,1,1,0,54520.80176,355.167,299.4058513,0.843000198,0.158699715,3,0.5,0: Broadleaf,2,TRUE,1639113143,400.091,405.685,18.5179,17.4561,399.546,18.3033,600.277,102.576,0.199864,24.9857,24.7465,999.9,0,0,9983.75,150.457,0.916915,355.167,0.900005,0.0999954,25,7706,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2146,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.8,25.8,19,613.48,414.583,27.2872,21.9599,30.0002,21.8292,21.8089,20.7586,28.6281,74.6403,27.2928,405.607,17.4125,101.952,101.893
374,1639113147,1580.6,20211210 13:12:26,13:12:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639113147,0.002160793,2.160793367,10.24364039,400.104,300.6374595,30.89864504,41.12152722,0.181620681,3.270305893,0.176197468,0.110597183,55.63112056,24.77371813,24.7496,3.132517883,59.90206547,1.902989876,3.176835159,1.229528006,-95.29098749,41.50307535,2.680844747,4.524053174,10.21367112,2.156336859,10.24364039,412.8570529,407.6482242,-4.97806E-06,91.0971969,2.160793367,17.45648633,18.51607273,-2.11609E-07,100.31,4,1,1,0,54652.67417,350.542,295.5069481,0.84300012,0.1587003,3,0.5,0: Broadleaf,2,TRUE,1639113147,400.104,405.638,18.5157,17.4583,399.559,18.3013,600.457,102.577,0.200096,24.985,24.7496,999.9,0,0,10008.8,148.552,0.916915,350.542,0.899996,0.100004,25,7605.62,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2144,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.8,25.9,19,613.699,414.4,27.2962,21.9614,30.0003,21.8307,21.8103,20.7589,28.6281,74.6403,27.3029,405.612,17.4125,101.95,101.891
375,1639113151,1584.6,20211210 13:12:30,13:12:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639113151,0.002152281,2.152281194,10.2553517,400.116,300.1923858,30.85319344,41.12314946,0.180913644,3.266065238,0.175525136,0.110173977,54.98401891,24.77251127,24.7477,3.132162391,59.89340532,1.902771484,3.17692987,1.229390907,-94.91560064,41.87184994,2.70815798,4.648426191,10.24496932,2.148646831,10.2553517,412.8656578,407.6499333,1.09283E-05,91.0971969,2.152281194,17.45894587,18.51453152,-6.35648E-07,100.31,4,1,1,0,54535.00089,346.466,292.0706759,0.842999532,0.15869961,3,0.5,0: Broadleaf,2,TRUE,1639113151,400.116,405.665,18.5134,17.4596,399.572,18.2991,600.361,102.578,0.200068,24.9855,24.7477,999.9,0,0,9986.25,146.689,0.916915,346.466,0.900004,0.0999956,25,7517.21,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2143,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,25.9,25.9,19,613.664,414.339,27.3047,21.9631,30.0002,21.8324,21.8112,20.7529,28.6281,74.6403,27.3133,405.491,17.4125,101.95,101.891
376,1639113155,1588.6,20211210 13:12:34,13:12:34,0,plot-sdfgghhh1-1,1,ertyhghj,1639113155,0.0021491,2.149100413,10.09647428,400.163,301.5467601,30.99291751,41.12867551,0.180658552,3.271755992,0.175294034,0.110027483,54.29264223,24.77032459,24.7472,3.132068847,59.89460721,1.90285505,3.177005642,1.229213796,-94.7753282,42.10355519,2.718406161,4.339275383,9.908353084,2.148801711,10.09647428,412.8525659,407.7174727,1.86645E-05,91.0971969,2.149100413,17.45976793,18.51381697,-3.5358E-07,100.31,5,1,1,0,54692.85162,342.108,288.3970851,0.84300012,0.1587003,3,0.5,0: Broadleaf,2,TRUE,1639113155,400.163,405.544,18.5139,17.46,399.618,18.2996,600.347,102.58,0.199806,24.9859,24.7472,999.9,0,0,10016.2,144.898,0.916915,342.108,0.899996,0.100004,25,7422.62,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2143,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,26,26,19,613.37,414.518,27.3127,21.964,30.0003,21.8338,21.8128,20.7509,28.6281,74.2675,27.3133,405.293,17.4125,101.949,101.891
377,1639113159,1592.6,20211210 13:12:38,13:12:38,0,plot-sdfgghhh1-1,1,ertyhghj,1639113159,0.002146328,2.146327673,9.956150611,400.11,302.6528554,31.10701064,41.12376873,0.180448612,3.265884024,0.17508704,0.109897846,53.51067528,24.76764187,24.7441,3.131488925,59.87558148,1.902386713,3.177232965,1.229102212,-94.6530504,42.78509249,2.76734973,4.410067105,10.00611793,2.171765871,9.956150611,412.7279821,407.6667636,-1.3395E-05,91.0971969,2.146327673,17.45747551,18.50971091,-1.01819E-06,100.31,5,1,1,0,54529.75321,337.181,284.2436032,0.84300006,0.15870015,3,0.5,0: Broadleaf,2,TRUE,1639113159,400.11,405.542,18.5091,17.4444,399.566,18.295,600.611,102.581,0.200157,24.9871,24.7441,999.9,0,0,9985,143.017,0.916915,337.181,0.899998,0.100002,25,7315.75,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2141,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,26,26.1,19,613.782,414.171,27.3205,21.9654,30,21.8347,21.8144,20.75,28.6281,74.2675,27.3233,405.4,17.4125,101.95,101.89
